Idade,Formação,Tempo_Escola,Tempo_profissão,Hrs_semanais,Supervisiona,Licença_2semanas,Licença_ano,MPS,IPPS,IOPS,ISP,CAFC,VSP,ARE,DED,ARS,AED,Engagement,Exaustao,Cinismo,SCV,Saude,TAMesc,Burnout_E
35.0,1.0,13.0,16.0,30.0,1.3,1.0,2.0,7.0,6.33,6.0,4.83,4.0,4.0,2.8,2.8,2.2,2.8,0.56,6.0,6.0,2.0,1.5,1.65,True
34.0,2.0,0.25,7.0,30.0,1.0,1.0,1.0,7.0,7.0,4.33,7.0,7.0,5.67,3.8,3.5,3.2,3.4,5.11,4.0,0.0,5.8,3.75,1.65,True
47.0,2.0,14.0,25.0,30.0,2.0,1.0,1.0,6.25,4.33,6.0,6.0,6.0,5.33,3.8,2.6,3.2,3.6,1.56,5.4,3.6,3.6,2.25,1.65,True
33.0,2.0,8.0,12.0,30.0,1.0,1.0,2.0,6.67,6.0,6.0,6.0,6.0,5.67,3.6,3.2,4.4,4.2,5.0,4.4,0.0,6.0,2.5,1.65,True
53.0,2.0,15.0,29.0,30.0,1.0,2.0,1.0,6.75,6.0,5.0,6.0,6.0,6.0,5.0,4.2,2.6,4.8,5.44,3.0,2.0,6.0,4.0,1.65,False
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,True
48.0,5.0,15.0,18.0,35.0,1.0,1.0,1.0,6.0,5.0,4.67,5.83,5.5,2.33,3.6,2.8,2.6,3.2,3.11,5.6,2.0,4.2,2.25,1.65,True
44.0,2.0,11.0,17.0,30.0,1.0,1.0,2.0,6.64,7.0,4.0,6.33,4.0,6.0,4.4,3.8,3.6,3.75,4.0,4.4,1.2,5.2,3.5,1.65,True
34.0,1.0,5.0,5.0,44.0,1.0,1.0,1.0,6.67,6.0,5.0,6.33,6.5,5.33,2.8,3.6,3.0,2.75,1.78,5.6,3.0,5.8,4.5,1.65,True
34.0,1.0,4.0,9.0,20.0,1.0,1.0,1.0,6.92,5.67,6.67,6.5,5.0,6.0,3.8,3.5,3.8,3.8,5.22,1.2,0.2,6.6,4.0,1.65,False
29.0,2.0,4.0,12.0,50.0,1.0,1.0,1.0,6.0,4.0,3.33,6.0,6.0,4.67,4.2,4.0,2.0,3.0,4.33,5.8,3.8,6.2,4.75,1.65,True
41.7,5.0,9.0,11.0,25.0,2.0,1.0,1.0,6.67,4.67,3.67,5.5,6.5,7.0,3.8,3.4,3.2,4.2,5.5,4.2,2.8,4.2,3.0,3.219000000000001,True
64.0,2.0,10.0,26.0,40.0,2.0,1.0,1.0,6.5,6.0,5.0,6.17,6.5,6.0,4.2,3.4,4.0,3.8,5.78,2.2,0.2,6.4,5.0,2.3840000000000003,False
26.0,0.0,2.0,5.0,17.0,1.0,1.0,1.0,6.92,6.67,5.67,6.83,6.0,6.33,4.2,3.2,3.4,4.4,5.33,3.0,2.4,4.6,3.5,2.962000000000001,False
39.0,2.0,17.0,24.0,30.0,2.0,1.0,1.0,6.75,7.0,6.33,7.0,1.0,7.0,4.2,3.8,2.8,3.6,5.0,4.8,0.0,5.2,4.25,2.3810000000000007,True
26.0,5.0,1.0,5.0,28.0,1.0,1.0,1.0,7.0,6.67,7.0,6.83,5.5,6.33,4.6,4.0,3.25,3.4,5.67,3.2,0.2,5.8,4.75,3.0210000000000004,False
50.0,1.0,26.0,26.0,27.0,1.0,1.0,2.0,6.5,6.33,6.33,5.33,6.5,5.33,4.0,2.0,3.2,3.6,4.67,3.4,1.75,2.4,2.75,2.339,True
37.0,2.0,10.0,13.0,30.0,1.0,1.0,2.0,7.0,5.67,5.0,6.0,6.5,5.67,4.0,2.0,3.8,3.6,5.11,3.8,0.2,5.2,3.75,2.8230000000000004,True
39.0,1.0,1.0,15.0,23.0,1.0,1.0,1.0,7.0,6.67,6.0,6.83,7.0,6.67,4.2,3.8,4.2,4.2,5.44,2.4,0.0,7.0,5.0,2.5540000000000007,False
35.0,1.0,8.0,16.0,23.0,1.0,1.0,1.0,7.0,6.67,5.67,6.67,7.0,5.33,4.2,2.6,2.2,3.6,5.0,1.4,0.0,6.4,5.0,2.5940000000000003,False
36.0,6.0,2.0,5.0,17.0,1.0,1.0,2.0,6.92,6.67,5.33,6.0,7.0,6.0,4.2,3.2,2.8,4.8,5.56,3.6,0.4,6.6,3.25,2.872,True
36.0,7.0,6.0,1.0,12.0,2.0,1.0,1.0,6.92,7.0,7.0,6.67,7.0,6.33,4.6,4.4,4.0,4.4,5.78,5.8,5.6,6.8,5.0,3.6790000000000007,True
41.0,2.0,1.0,26.0,55.0,1.0,2.0,2.0,6.33,6.33,3.0,5.83,6.5,5.67,3.6,2.8,2.4,4.0,5.44,2.8,0.8,6.0,3.0,2.051,False
56.0,2.0,2.0,30.0,23.0,1.0,1.0,1.0,7.0,5.67,7.0,6.67,7.0,7.0,4.8,3.6,3.8,4.8,6.0,2.4,0.0,6.0,4.0,2.8020000000000005,False
42.0,2.0,6.0,16.7,24.4,1.0,1.0,1.0,6.92,4.0,7.0,7.0,6.5,6.67,4.2,3.6,3.4,4.0,5.67,3.8,0.0,4.6,3.75,2.435,True
37.0,2.0,10.0,20.0,55.0,1.0,1.0,1.0,7.0,6.33,6.67,6.83,6.0,6.0,4.4,3.0,3.0,3.2,10.44,4.6,0.8,5.4,3.0,2.547,True
32.0,3.0,6.0,14.0,23.0,1.0,1.0,1.0,7.0,6.67,7.0,7.0,4.0,7.0,3.6,2.4,3.4,4.0,5.89,2.6,0.4,5.6,4.5,2.883000000000001,False
46.0,2.0,1.0,7.0,28.6,1.0,1.0,1.0,6.92,6.33,7.0,7.0,7.0,6.33,4.4,3.6,3.6,4.6,6.0,0.8,0.2,6.4,4.0,1.98,False
26.0,1.0,2.0,3.0,15.0,1.0,1.0,1.0,6.33,4.33,4.67,4.33,6.5,5.0,4.8,3.8,4.0,3.6,5.22,2.2,0.6,4.8,3.75,7.180000000000005,False
37.0,2.0,10.0,15.0,42.0,1.0,1.0,1.0,6.83,6.67,6.0,6.33,6.0,6.0,4.2,2.0,4.0,4.0,5.22,3.2,1.2,5.2,4.5,7.180000000000005,False
28.0,1.0,7.0,7.0,26.0,1.0,1.0,1.0,5.58,5.33,5.33,4.83,5.5,5.33,3.8,2.8,3.0,3.0,4.56,5.2,0.4,5.8,3.75,7.180000000000005,True
30.0,2.0,5.0,8.0,22.0,1.0,1.0,1.0,6.33,6.67,4.67,6.33,7.0,6.67,4.6,2.2,4.4,4.4,5.33,1.8,0.4,5.6,4.0,7.180000000000005,False
23.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,6.83,5.67,6.0,5.67,5.0,5.67,4.4,3.2,3.0,3.8,5.78,2.0,1.4,7.0,5.0,7.180000000000005,False
49.0,1.0,24.0,27.0,24.0,1.0,1.0,1.0,5.45,6.0,5.0,4.83,5.5,3.67,3.4,2.0,2.4,3.4,3.89,4.0,3.8,2.6,2.25,7.180000000000005,True
28.0,2.0,8.0,12.0,25.0,1.0,1.0,1.0,6.27,4.67,4.33,6.17,6.5,6.0,4.2,3.0,2.8,3.6,6.0,1.0,0.0,6.2,4.0,7.180000000000005,False
30.0,1.0,2.0,7.7,22.0,1.0,1.0,1.0,6.0,5.33,5.0,5.83,6.0,6.0,4.0,2.4,3.4,4.2,5.78,0.2,0.0,6.0,3.75,7.180000000000005,False
36.0,7.0,12.0,15.0,25.0,1.0,1.0,1.0,7.0,6.0,3.0,7.0,5.5,5.0,3.6,2.2,3.2,3.8,5.33,4.6,2.0,5.4,2.25,7.180000000000005,True
46.0,2.0,26.0,26.0,25.0,1.0,1.0,1.0,6.33,5.67,4.67,6.0,7.0,6.0,4.2,3.8,3.2,4.0,5.89,1.6,0.6,5.8,4.0,7.180000000000005,False
33.0,2.0,10.0,8.0,40.0,1.0,1.0,1.0,6.67,5.67,5.0,6.5,6.0,6.0,4.4,2.6,2.6,3.4,5.44,1.0,0.2,5.2,5.0,7.180000000000005,False
28.0,1.0,7.0,10.0,32.0,1.2,1.0,2.0,6.92,5.67,6.67,6.67,6.0,6.0,3.8,3.4,2.4,3.0,4.33,1.8,0.6,5.6,5.0,7.180000000000005,False
33.0,2.0,4.0,15.0,9.0,1.0,1.0,1.0,5.92,5.67,5.0,4.83,5.5,5.0,3.2,2.6,3.6,4.2,5.22,5.0,0.0,5.4,3.25,7.180000000000005,True
23.0,1.0,1.0,7.0,25.0,1.0,1.0,1.0,5.0,4.67,3.0,5.0,5.5,5.67,4.4,2.6,3.0,3.4,5.78,1.0,0.0,5.2,3.75,7.180000000000005,False
45.0,2.0,4.0,20.0,20.0,1.0,1.0,1.0,6.92,6.33,5.33,6.0,7.0,6.0,4.6,2.6,4.0,4.8,5.44,5.0,1.2,5.0,4.0,7.180000000000005,True
29.0,1.0,3.0,10.0,25.0,2.0,1.0,1.0,5.75,4.33,5.0,6.33,7.0,6.33,4.6,3.4,3.6,5.0,5.56,4.8,1.2,4.0,1.5,7.180000000000005,True
39.0,2.0,4.5,14.0,16.0,1.0,1.0,1.0,6.0,5.33,4.67,5.5,5.5,4.33,4.4,3.2,4.0,3.6,5.11,3.4,1.0,5.6,3.0,7.180000000000005,True
30.0,2.0,6.0,12.0,25.0,1.0,1.0,1.0,7.0,6.33,5.33,6.83,6.5,7.0,4.4,2.4,2.6,3.8,5.78,1.8,0.0,6.0,4.25,7.180000000000005,False
31.0,3.0,2.0,10.0,22.0,1.0,1.0,1.0,6.75,5.0,2.67,5.0,5.0,5.0,4.0,3.4,3.6,4.4,4.89,3.2,1.0,5.4,3.0,7.180000000000005,False
35.0,3.0,14.0,18.0,20.0,1.0,1.0,1.0,6.92,6.33,6.0,6.67,7.0,5.67,4.6,2.6,3.8,4.8,4.44,4.6,0.2,5.0,4.0,7.180000000000005,True
44.0,1.0,0.1,14.0,25.0,1.0,1.0,1.0,7.0,5.33,5.0,6.67,7.0,6.33,4.2,3.6,4.4,4.6,5.56,5.0,0.0,5.8,4.25,7.180000000000005,True
47.0,2.0,27.0,28.0,25.0,1.0,1.0,2.0,6.25,6.33,6.33,6.0,6.0,6.0,4.8,3.5,3.0,3.6,5.56,1.2,1.2,5.8,5.0,7.180000000000005,False
42.0,1.0,10.0,5.0,25.0,1.0,1.0,1.0,6.75,6.67,6.0,6.67,6.0,6.0,4.8,3.8,3.0,4.6,6.0,1.0,0.0,6.0,5.0,7.180000000000005,False
40.0,1.0,0.5,7.0,22.0,1.0,1.0,1.0,6.58,6.0,6.0,5.83,6.0,6.0,4.4,3.2,4.6,4.2,5.56,0.8,0.0,6.4,4.0,7.180000000000005,False
33.0,6.0,5.0,10.0,31.0,1.0,1.0,1.0,6.58,6.33,6.0,6.0,5.5,6.0,4.6,2.4,2.6,3.4,5.0,2.2,0.6,5.6,3.0,7.180000000000005,False
41.0,2.0,11.0,23.0,22.0,1.0,1.0,1.0,6.0,5.67,5.67,6.0,2.0,6.0,4.2,2.4,4.0,4.2,6.0,1.4,0.4,5.4,4.25,7.180000000000005,False
36.0,2.0,8.0,10.1,25.0,1.0,1.0,1.0,6.58,6.33,6.67,6.67,6.0,6.0,4.2,2.6,2.2,3.0,6.0,0.4,0.0,6.2,5.0,7.180000000000005,False
45.0,2.0,3.0,18.0,22.0,1.0,1.0,1.0,7.0,6.67,6.0,6.0,7.0,6.0,4.4,3.8,3.8,3.8,5.44,2.2,0.2,5.8,4.5,7.180000000000005,False
50.0,7.0,14.0,18.7,10.0,1.0,1.0,1.0,5.67,4.33,4.33,3.33,5.0,5.0,3.0,2.8,3.4,2.0,5.78,1.8,1.2,2.6,4.0,7.180000000000005,False
44.0,2.0,15.0,18.0,31.0,1.0,1.0,1.0,7.0,7.0,6.0,6.83,7.0,6.0,4.8,3.0,3.2,4.2,6.0,3.0,1.2,7.0,5.0,7.180000000000005,False
38.0,2.0,4.0,13.0,22.0,1.0,1.0,1.0,7.0,6.67,5.33,6.33,7.0,5.67,3.8,3.8,2.8,3.2,5.33,2.8,1.2,4.0,2.5,7.180000000000005,False
35.0,2.0,2.0,20.0,30.0,1.0,1.0,1.0,7.0,5.67,3.0,7.0,7.0,6.0,4.2,2.6,2.4,3.4,5.11,5.4,2.0,5.8,2.75,7.180000000000005,True
42.0,2.0,7.0,17.0,25.0,2.0,1.0,2.0,6.42,6.33,6.33,5.5,7.0,6.0,4.4,2.75,4.2,4.5,5.78,2.2,0.0,6.4,4.0,7.180000000000005,False
29.0,3.0,4.0,4.0,23.0,2.0,1.0,1.0,5.67,4.0,3.67,4.67,3.0,4.67,3.6,2.2,3.0,3.0,1.0,1.0,0.8,3.4,3.5,7.180000000000005,False
39.0,1.0,5.0,7.0,22.0,1.0,1.0,2.0,6.25,6.0,6.0,6.17,7.0,6.0,4.0,1.8,3.0,3.4,4.89,5.0,0.0,6.8,3.0,7.180000000000005,True
38.0,1.0,12.0,15.0,36.0,1.0,1.0,1.0,6.08,6.0,4.67,6.0,6.0,6.0,4.2,2.8,4.4,4.4,5.56,4.4,2.2,6.0,4.0,7.180000000000005,True
29.0,1.0,7.0,10.0,22.0,1.0,1.0,1.0,7.0,7.0,5.67,7.0,3.5,6.0,4.0,2.6,2.4,3.2,5.44,1.0,0.0,6.0,4.0,7.180000000000005,False
24.0,2.0,0.16,6.0,25.0,1.0,1.0,1.0,6.0,6.0,6.5,6.0,6.0,6.0,4.4,3.0,4.6,4.2,5.89,0.0,0.0,6.5,4.25,7.180000000000005,False
26.0,3.0,0.25,1.0,8.0,1.0,1.0,1.0,6.33,4.67,3.67,5.5,2.0,6.0,4.6,3.0,3.4,4.0,5.89,2.8,0.0,5.0,3.25,7.180000000000005,False
31.4,1.0,2.0,7.0,20.0,1.0,1.0,1.0,7.0,6.67,6.67,7.0,6.0,6.0,3.4,3.0,3.8,4.6,5.22,4.4,0.2,6.0,3.0,7.180000000000005,True
34.0,2.0,5.0,10.0,40.0,1.0,1.0,1.0,7.0,7.0,6.0,6.5,7.0,5.33,3.0,2.8,3.0,3.4,5.5,4.0,0.0,2.8,2.75,7.180000000000005,True
27.0,6.0,3.0,4.0,18.0,1.0,1.0,1.0,7.0,6.0,6.33,5.67,7.0,6.0,4.6,3.0,4.6,4.2,5.67,1.6,0.2,6.4,4.0,7.180000000000005,False
40.0,1.0,13.0,17.0,33.0,1.0,1.0,2.0,7.0,5.67,6.33,6.17,6.0,6.0,3.8,2.4,4.0,4.0,5.44,4.8,0.0,4.4,4.0,7.180000000000005,True
45.0,2.0,16.0,20.0,22.0,2.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,4.25,2.4,3.8,4.0,6.0,3.2,0.0,6.0,4.0,7.180000000000005,False
42.0,2.0,13.0,21.0,22.0,2.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,3.4,2.4,3.8,3.6,5.56,2.6,1.4,5.6,3.75,7.180000000000005,False
37.0,3.0,13.0,20.0,20.0,1.0,1.0,1.0,7.0,6.67,7.0,6.83,7.0,6.33,4.0,2.8,3.6,3.6,5.56,2.6,0.0,5.4,5.0,7.180000000000005,False
23.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,6.92,6.33,7.0,6.33,4.0,6.0,4.0,3.8,4.2,4.2,6.0,2.6,0.0,7.0,4.0,7.180000000000005,False
27.0,2.0,2.0,12.0,25.0,2.0,1.0,2.0,6.92,6.67,6.0,6.17,6.5,5.33,4.2,3.8,4.8,4.6,6.0,3.4,0.2,6.0,4.0,7.180000000000005,True
30.0,2.0,10.0,12.0,50.0,2.0,1.0,1.0,6.83,7.0,4.0,7.0,7.0,7.0,4.0,2.5,2.4,3.4,6.0,0.4,0.2,6.4,4.25,7.180000000000005,False
28.0,6.0,0.08,2.0,22.0,1.0,1.0,1.0,6.58,5.67,6.33,6.83,7.0,6.33,4.2,3.4,3.6,3.4,5.11,2.8,0.0,5.8,5.0,7.180000000000005,False
31.0,1.0,1.0,5.0,24.0,2.0,1.0,1.0,7.0,6.33,7.0,6.83,6.5,6.0,4.2,2.2,3.4,4.0,5.78,3.2,1.0,7.0,3.75,7.180000000000005,False
24.0,7.0,2.0,4.0,4.0,1.0,1.0,1.0,7.0,6.33,6.67,6.0,6.5,4.0,4.2,3.0,3.0,3.8,5.0,3.8,1.2,5.2,3.5,7.180000000000005,True
49.0,2.0,12.0,15.6,26.0,2.0,1.0,1.0,7.0,6.67,7.0,7.0,7.0,6.0,5.0,4.6,4.4,4.6,6.0,3.0,0.0,5.0,4.0,7.180000000000005,False
34.0,2.0,7.0,10.0,22.0,1.0,1.0,1.0,6.92,6.33,5.33,6.33,5.0,5.0,4.6,2.25,2.0,3.0,4.78,1.0,0.2,5.2,4.0,7.180000000000005,False
41.0,2.0,1.0,17.0,10.0,1.0,1.0,2.0,6.67,5.67,5.0,4.5,6.5,5.0,4.0,3.0,4.0,3.8,5.33,2.4,3.5,6.0,4.25,7.180000000000005,False
40.0,1.0,2.0,10.0,10.0,1.0,1.0,1.0,6.83,7.0,6.33,6.0,6.0,6.0,4.0,2.4,4.4,4.6,5.78,2.2,0.0,4.0,3.25,7.180000000000005,False
33.0,2.0,5.0,18.0,25.0,1.0,1.0,2.0,6.83,5.67,5.33,7.0,7.0,7.0,3.6,3.0,3.2,3.2,5.11,5.4,1.6,4.8,4.0,7.180000000000005,True
28.0,8.0,4.0,10.4,22.0,1.0,1.0,2.0,6.92,7.0,5.0,6.5,5.5,5.0,4.4,1.6,4.2,4.8,4.78,5.8,2.4,2.4,2.0,7.180000000000005,True
23.0,7.0,4.0,6.0,15.0,1.0,1.0,1.0,6.92,7.0,6.33,6.67,6.5,6.67,5.0,3.0,4.0,5.0,4.33,4.8,1.0,5.8,2.25,7.180000000000005,True
24.0,1.0,2.0,8.0,25.0,1.0,1.0,1.0,6.58,5.33,4.33,6.17,5.0,6.33,4.2,3.2,3.8,3.6,5.33,0.4,0.0,5.6,4.0,7.180000000000005,False
45.0,1.0,13.0,21.0,10.0,1.0,1.0,1.0,5.92,5.33,5.33,5.83,6.0,6.0,3.4,2.6,2.4,2.4,5.0,4.8,3.2,5.0,3.0,7.180000000000005,True
34.0,2.0,12.0,10.0,20.0,1.0,1.0,1.0,7.0,6.33,5.67,7.0,6.0,6.0,4.0,4.0,3.0,3.2,5.44,1.0,0.0,5.2,5.0,7.180000000000005,False
37.0,6.0,7.0,13.0,25.0,1.0,1.0,1.0,7.0,6.0,6.0,6.33,3.5,5.33,4.0,2.8,2.2,2.2,5.44,1.4,0.0,5.6,4.0,7.180000000000005,False
31.0,2.0,10.0,8.0,28.0,2.0,1.0,1.0,7.0,6.0,6.67,6.67,7.0,7.0,4.6,3.4,3.2,3.8,6.0,1.6,1.8,7.0,5.0,7.180000000000005,False
30.0,2.0,0.25,13.0,22.0,1.0,1.0,1.0,7.0,6.33,4.0,7.0,7.0,6.0,4.4,2.8,2.6,3.8,5.56,5.0,1.4,3.4,4.25,7.180000000000005,True
29.0,1.0,5.0,7.0,30.0,2.0,1.0,1.0,6.5,5.67,5.0,5.83,7.0,4.67,4.4,2.4,2.8,3.6,4.89,2.2,0.0,3.8,3.75,7.180000000000005,False
24.0,6.0,0.16,5.0,25.0,1.0,1.0,1.0,6.75,5.0,4.0,6.17,6.0,6.33,4.6,2.8,4.0,4.4,5.78,0.6,0.0,6.0,4.0,7.180000000000005,False
24.0,2.0,0.58,6.0,13.0,1.0,1.0,1.0,6.75,6.0,6.0,6.33,5.5,5.67,4.8,2.25,4.0,4.6,5.89,1.0,0.4,6.0,4.0,7.180000000000005,False
41.0,6.0,1.0,9.0,22.0,1.0,1.0,2.0,6.92,6.0,6.0,5.67,6.5,5.0,4.2,2.6,4.2,3.4,4.0,1.4,0.0,5.4,3.0,7.180000000000005,False
24.0,6.0,1.0,7.0,22.0,1.0,1.0,2.0,7.0,6.33,6.33,6.0,6.0,5.0,4.2,2.6,3.8,3.2,5.33,2.8,1.2,4.4,2.0,7.180000000000005,False
29.0,2.0,10.0,15.0,25.0,1.0,1.0,1.0,6.25,7.0,6.0,6.5,5.0,6.0,4.0,2.75,3.2,3.4,5.88,3.2,0.0,6.0,3.0,7.180000000000005,False
32.0,1.0,8.0,10.0,25.0,1.0,1.0,1.0,6.25,6.33,5.67,6.83,6.5,5.33,4.4,3.8,2.8,4.0,5.33,2.4,0.2,5.6,4.75,7.180000000000005,False
26.0,3.0,0.66,5.0,42.0,2.0,1.0,1.0,6.67,5.67,5.0,5.67,6.0,5.33,3.8,3.2,3.4,2.8,3.11,5.4,2.8,4.4,2.75,7.180000000000005,True
39.0,2.0,5.0,5.0,14.0,1.0,1.0,1.0,6.67,6.67,7.0,7.0,6.5,5.33,4.6,4.0,2.8,3.0,6.0,0.8,0.2,6.8,5.0,7.180000000000005,False
43.0,2.0,7.0,19.0,25.0,1.0,1.0,2.0,6.67,6.5,7.0,6.17,6.5,6.0,4.75,3.4,4.2,4.6,5.78,1.2,0.2,6.4,4.0,7.180000000000005,False
32.0,2.0,6.0,10.0,22.0,1.0,1.0,1.0,7.0,6.67,7.0,7.0,7.0,7.0,4.4,2.6,5.0,5.0,5.0,2.2,0.0,6.4,4.0,7.180000000000005,False
38.0,2.0,12.0,20.0,22.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,4.4,2.6,5.0,5.0,4.89,2.4,0.0,5.8,3.75,7.180000000000005,False
40.0,1.0,8.0,8.0,22.0,1.0,1.0,1.0,7.0,7.0,6.33,6.33,7.0,6.0,4.6,1.0,3.8,3.8,5.67,4.2,0.2,5.8,3.75,7.180000000000005,True
43.0,1.0,17.4,23.7,25.0,1.0,1.0,1.0,6.92,6.33,6.0,6.83,7.0,6.0,4.4,3.8,3.2,4.2,5.67,1.2,0.6,4.8,4.0,7.180000000000005,False
47.0,2.0,28.0,28.0,25.0,1.0,1.0,1.0,6.58,6.33,4.67,6.17,6.0,5.67,4.8,3.8,3.2,4.0,5.44,4.0,0.4,5.2,4.25,7.180000000000005,True
35.0,2.0,2.0,17.0,25.0,1.0,1.0,1.0,7.0,6.67,6.0,4.17,6.5,5.33,4.6,2.2,4.4,4.4,4.78,2.0,0.4,2.0,2.0,7.180000000000005,False
37.0,2.0,1.0,8.0,15.0,1.0,1.0,1.0,7.0,7.0,5.67,6.17,7.0,6.67,4.6,2.4,4.4,4.8,5.56,3.8,1.0,5.4,4.0,7.180000000000005,True
48.0,2.0,29.0,34.0,25.0,1.0,1.0,1.0,7.0,6.67,6.67,6.5,6.5,6.0,4.4,2.4,3.4,4.2,5.56,2.4,0.4,7.0,5.0,7.180000000000005,False
33.0,2.0,7.0,15.0,25.7,1.0,1.0,1.0,7.0,6.67,5.0,7.0,7.0,6.33,4.2,4.0,2.6,4.0,5.22,2.0,1.2,6.0,4.5,1.83,False
59.0,2.0,0.5,31.0,10.0,1.0,1.0,1.0,5.75,6.0,6.0,5.83,6.0,6.0,4.6,4.0,3.8,4.0,6.0,0.2,0.2,6.0,4.0,1.83,False
31.0,7.0,1.0,4.0,12.0,1.0,1.0,2.0,6.83,6.67,6.33,6.0,6.0,6.0,4.4,4.2,3.6,4.4,5.89,2.6,1.6,4.0,2.5,1.83,False
36.0,2.0,8.0,16.0,30.9,1.0,1.0,1.0,7.0,6.67,6.0,6.67,5.5,6.0,4.4,3.2,4.2,3.2,5.0,3.6,0.0,5.4,3.75,1.83,True
51.0,2.0,18.0,33.5,10.0,1.0,1.0,1.0,6.42,6.0,6.0,5.67,6.5,5.67,4.6,3.8,3.8,4.6,5.56,2.6,2.4,5.8,2.5,1.83,False
40.0,6.0,5.0,10.0,20.0,1.0,1.0,1.0,7.0,6.33,5.0,7.0,7.0,6.0,4.6,2.6,4.2,4.0,5.78,0.8,0.0,5.2,4.75,1.83,False
43.0,2.0,24.0,24.0,20.0,1.0,1.0,1.0,6.58,6.33,6.33,5.67,7.0,5.33,4.6,3.8,4.4,4.4,5.78,1.2,0.0,5.8,4.5,1.83,False
38.0,2.0,16.0,20.0,27.0,2.0,1.0,1.0,6.83,5.33,5.67,6.83,3.0,7.0,4.0,3.0,4.0,4.0,5.11,5.4,1.2,5.4,4.75,1.83,True
62.0,2.0,8.0,22.0,24.0,2.0,1.0,1.0,5.5,5.0,4.0,5.5,6.0,5.0,4.0,3.2,2.8,3.2,5.67,2.6,0.6,6.6,4.0,1.83,False
51.0,1.0,24.0,34.0,21.3,1.0,1.0,1.0,7.0,6.67,5.67,7.0,7.0,6.0,4.8,3.2,4.4,4.8,5.11,0.4,0.8,6.8,4.5,1.83,False
45.0,2.0,17.0,26.0,20.0,1.0,1.0,1.0,7.0,6.67,6.67,6.17,5.5,6.0,4.4,3.8,3.6,4.6,5.89,1.0,0.0,6.0,4.0,1.83,False
32.0,1.0,5.0,12.1,20.0,1.0,1.0,1.0,6.67,5.33,6.0,6.67,7.0,7.0,4.6,3.4,4.0,4.6,6.0,1.0,0.0,5.6,5.0,1.83,False
28.0,5.0,0.5,0.5,9.0,1.0,1.0,1.0,6.42,6.0,6.33,6.17,3.0,7.0,4.2,3.2,2.8,2.75,5.33,2.2,1.2,6.0,2.5,1.83,False
20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,True
30.0,2.0,1.0,8.0,4.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,5.33,4.2,3.4,3.0,3.2,5.44,3.8,0.8,3.4,4.5,1.83,True
36.0,2.0,10.0,14.0,24.0,1.0,1.0,1.0,6.92,6.33,5.33,5.83,7.0,5.33,4.2,2.2,3.8,4.0,5.44,4.6,1.4,5.0,2.5,1.83,True
30.0,1.0,4.0,5.0,20.0,1.0,1.0,1.0,7.0,7.0,6.0,6.83,6.5,6.0,4.0,2.8,4.4,4.4,5.44,3.6,0.4,6.6,3.25,5.84,True
26.0,3.0,3.0,8.0,17.0,1.0,2.0,1.0,7.0,6.33,7.0,5.0,6.0,6.0,3.6,2.6,4.0,3.8,5.0,1.4,0.4,7.0,3.75,5.84,False
33.0,4.0,2.0,7.0,20.0,1.0,1.0,1.0,6.83,6.67,6.0,6.17,3.0,6.0,4.0,3.6,3.2,3.2,5.22,1.0,1.0,3.4,5.0,5.84,False
48.0,2.0,5.0,28.0,40.0,1.5,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,4.8,1.6,4.2,4.8,5.78,0.2,0.0,6.4,4.75,5.84,False
38.0,8.0,5.0,14.0,20.0,1.0,1.0,1.0,6.58,6.33,6.67,5.33,6.0,4.33,4.0,2.8,4.2,4.0,5.33,5.0,3.0,5.0,3.0,5.84,True
30.0,3.0,3.0,7.0,20.0,1.0,1.0,2.0,7.0,7.0,7.0,5.8,7.0,4.0,4.2,4.0,4.6,4.6,5.67,1.8,0.6,4.2,2.0,5.84,False
34.0,2.0,3.0,9.0,10.0,1.0,1.0,1.0,6.33,5.33,6.67,5.17,5.0,5.33,3.6,2.6,2.75,2.8,4.56,1.2,0.6,5.8,3.0,5.84,False
43.0,8.0,12.0,26.0,28.0,2.0,1.0,1.0,6.33,6.0,4.33,5.0,3.5,3.33,2.8,3.0,2.6,2.8,4.67,4.0,0.6,4.2,3.0,5.84,True
51.0,4.0,22.0,30.0,20.0,1.0,1.0,1.0,7.0,5.67,6.0,5.5,6.5,5.33,4.2,2.4,3.2,4.0,5.78,0.8,1.4,6.0,2.0,5.84,False
28.0,2.0,2.0,3.0,25.0,1.0,1.0,1.0,6.75,6.0,6.67,5.4,4.0,5.67,4.0,2.6,2.6,3.6,5.33,1.2,0.4,3.8,3.0,5.84,False
